episode,difficulty,reference_depth,candidate_instances,hard_constraints,unresolved_references,groundplan_hcs,osgllm_hcs
procthor/021_valunseen/instruction_000021,hard,4,4,4,0,1.0,0.0
procthor/021_valunseen/instruction_000022,hard,2,5,2,0,1.0,1.0
procthor/021_valunseen/instruction_000023,hard,3,12,3,0,0.0,0.0
procthor/021_valunseen/instruction_000024,hard,4,311,3,0,0.3333333333333333,0.0
procthor/021_valunseen/instruction_000025,hard,3,8,2,1,1.0,0.5
procthor/024_valunseen/instruction_000019,hard,3,5,3,0,0.6666666666666666,0.3333333333333333
procthor/024_valunseen/instruction_000020,hard,3,17,2,0,1.0,0.0
procthor/024_valunseen/instruction_000021,hard,3,4,3,1,1.0,1.0
procthor/024_valunseen/instruction_000022,hard,3,5,4,0,0.3333333333333333,0.0
procthor/024_valunseen/instruction_000023,hard,3,5,3,0,0.0,0.0
procthor/024_valunseen/instruction_000024,hard,5,8,3,0,1.0,0.0
procthor/024_valunseen/instruction_000025,hard,4,6,2,0,1.0,0.0
procthor/027_valunseen/instruction_000019,hard,3,4,4,0,0.0,0.0
procthor/027_valunseen/instruction_000020,hard,3,8,3,0,0.3333333333333333,0.6666666666666666
procthor/027_valunseen/instruction_000021,hard,3,60,4,0,1.0,0.0
procthor/027_valunseen/instruction_000022,hard,3,8,3,0,1.0,0.0
procthor/027_valunseen/instruction_000023,hard,4,17,4,0,0.6666666666666666,0.0
procthor/027_valunseen/instruction_000024,hard,4,6,4,0,0.0,0.0
procthor/027_valunseen/instruction_000025,hard,3,7,3,0,1.0,0.0
procthor/030_valunseen/instruction_000018,hard,3,17,3,0,1.0,0.0
procthor/030_valunseen/instruction_000019,hard,5,17,3,0,0.0,0.0
procthor/030_valunseen/instruction_000020,hard,4,16,3,0,1.0,0.0
procthor/030_valunseen/instruction_000021,hard,3,8,2,0,1.0,0.0
procthor/030_valunseen/instruction_000022,hard,2,8,3,0,0.0,0.0
procthor/030_valunseen/instruction_000023,hard,3,17,4,0,0.0,0.0
procthor/030_valunseen/instruction_000024,hard,3,8,4,0,0.0,0.0
procthor/030_valunseen/instruction_000025,hard,4,17,3,0,1.0,0.0
procthor/033_valunseen/instruction_000019,hard,2,10,4,0,0.0,0.0
procthor/033_valunseen/instruction_000020,hard,3,10,3,0,1.0,0.0
procthor/033_valunseen/instruction_000021,hard,3,5,2,0,0.0,0.5
procthor/033_valunseen/instruction_000022,hard,2,20,4,0,0.0,0.5
procthor/033_valunseen/instruction_000023,hard,2,10,3,0,0.3333333333333333,0.0
procthor/033_valunseen/instruction_000024,hard,5,320,3,0,0.0,0.0
procthor/033_valunseen/instruction_000025,hard,3,10,5,0,0.0,0.0
procthor/036_valunseen/instruction_000018,hard,3,8,3,1,0.0,0.0
procthor/036_valunseen/instruction_000019,hard,5,26,4,0,0.25,0.5
procthor/036_valunseen/instruction_000020,hard,2,8,2,0,0.0,0.0
procthor/036_valunseen/instruction_000021,hard,4,6,4,0,0.0,0.0
procthor/036_valunseen/instruction_000022,hard,3,293,3,0,0.0,0.0
procthor/036_valunseen/instruction_000023,hard,4,8,5,0,0.0,0.0
procthor/036_valunseen/instruction_000024,hard,4,68,3,0,0.0,0.0
procthor/036_valunseen/instruction_000025,hard,3,26,4,0,0.0,0.0
procthor/039_valunseen/instruction_000019,hard,3,7,4,0,0.0,0.0
procthor/039_valunseen/instruction_000020,hard,4,10,2,0,0.0,0.5
procthor/039_valunseen/instruction_000021,hard,6,10,5,0,0.0,0.0
procthor/039_valunseen/instruction_000022,hard,3,345,3,0,0.0,0.0
procthor/039_valunseen/instruction_000023,hard,3,10,4,1,0.25,0.0
procthor/039_valunseen/instruction_000024,hard,3,345,3,0,0.0,0.0
procthor/039_valunseen/instruction_000025,hard,4,7,3,0,0.0,0.0
procthor/042_valunseen/instruction_000018,hard,3,282,3,0,1.0,0.3333333333333333
procthor/042_valunseen/instruction_000019,hard,3,14,4,0,0.0,0.6666666666666666
procthor/042_valunseen/instruction_000020,hard,4,282,4,0,0.75,0.5
procthor/042_valunseen/instruction_000021,hard,5,8,4,0,0.0,0.0
procthor/042_valunseen/instruction_000022,hard,2,4,3,0,1.0,1.0
procthor/042_valunseen/instruction_000023,hard,3,7,3,0,0.0,0.6666666666666666
procthor/042_valunseen/instruction_000024,hard,3,9,5,0,1.0,0.0
procthor/042_valunseen/instruction_000025,hard,3,60,4,0,0.0,0.0
procthor/045_valunseen/instruction_000018,hard,4,9,3,0,0.6666666666666666,0.6666666666666666
procthor/045_valunseen/instruction_000019,hard,4,9,3,0,1.0,1.0
procthor/045_valunseen/instruction_000020,hard,4,17,1,0,1.0,1.0
procthor/045_valunseen/instruction_000021,hard,3,4,3,0,0.0,1.0
procthor/045_valunseen/instruction_000022,hard,3,17,2,0,0.0,0.5
procthor/045_valunseen/instruction_000023,hard,5,9,2,0,0.5,0.0
procthor/045_valunseen/instruction_000024,hard,4,9,4,0,1.0,0.0
procthor/045_valunseen/instruction_000025,hard,3,17,3,0,1.0,1.0
procthor/048_valunseen/instruction_000019,hard,5,12,4,0,0.25,0.5
procthor/048_valunseen/instruction_000020,hard,3,4,3,0,1.0,0.0
procthor/048_valunseen/instruction_000021,hard,4,5,4,0,0.0,0.0
procthor/048_valunseen/instruction_000022,hard,4,4,4,0,0.0,1.0
procthor/048_valunseen/instruction_000023,hard,3,5,4,0,0.0,0.0
procthor/048_valunseen/instruction_000024,hard,4,12,4,1,1.0,0.0
procthor/048_valunseen/instruction_000025,hard,4,3,4,0,1.0,1.0
procthor/051_valunseen/instruction_000019,hard,4,16,3,0,1.0,0.3333333333333333
procthor/051_valunseen/instruction_000020,hard,4,16,3,0,0.0,0.0
procthor/051_valunseen/instruction_000021,hard,4,4,4,0,0.3333333333333333,0.0
procthor/051_valunseen/instruction_000022,hard,3,247,4,0,0.3333333333333333,0.0
procthor/051_valunseen/instruction_000023,hard,4,8,5,0,0.0,0.0
procthor/051_valunseen/instruction_000024,hard,4,8,4,0,0.0,0.0
procthor/051_valunseen/instruction_000025,hard,4,3,6,0,0.6666666666666666,0.0
procthor/054_valunseen/instruction_000018,hard,3,277,6,0,0.0,0.0
procthor/054_valunseen/instruction_000019,hard,4,17,4,0,1.0,0.0
procthor/054_valunseen/instruction_000020,hard,3,3,5,0,1.0,0.0
procthor/054_valunseen/instruction_000021,hard,4,277,4,0,0.0,0.0
procthor/054_valunseen/instruction_000022,hard,4,277,5,0,1.0,0.0
procthor/054_valunseen/instruction_000023,hard,3,277,4,0,0.0,0.0
procthor/054_valunseen/instruction_000024,hard,3,7,6,0,0.0,0.0
procthor/054_valunseen/instruction_000025,hard,3,5,3,0,1.0,0.6666666666666666
procthor/057_valunseen/instruction_000019,hard,4,10,4,0,0.0,0.6666666666666666
procthor/057_valunseen/instruction_000020,hard,2,11,4,0,0.3333333333333333,0.0
procthor/057_valunseen/instruction_000021,hard,2,321,5,0,0.0,0.0
procthor/057_valunseen/instruction_000022,hard,3,3,3,0,1.0,1.0
procthor/057_valunseen/instruction_000023,hard,5,10,3,0,0.0,0.6666666666666666
procthor/057_valunseen/instruction_000024,hard,4,10,4,0,0.0,0.0
procthor/057_valunseen/instruction_000025,hard,4,321,4,1,0.0,0.25
procthor/060_valunseen/instruction_000018,hard,4,7,3,0,0.0,0.0
procthor/060_valunseen/instruction_000019,hard,3,21,3,0,0.0,0.0
procthor/060_valunseen/instruction_000020,hard,6,7,3,0,0.0,1.0
procthor/060_valunseen/instruction_000021,hard,2,56,4,0,0.0,0.25
procthor/060_valunseen/instruction_000022,hard,4,6,3,0,0.3333333333333333,1.0
procthor/060_valunseen/instruction_000023,hard,4,20,6,0,1.0,0.0
procthor/060_valunseen/instruction_000024,hard,4,7,2,0,0.0,0.0
procthor/060_valunseen/instruction_000025,hard,3,8,3,0,0.3333333333333333,0.0
procthor/063_valunseen/instruction_000019,hard,4,17,4,0,0.0,0.0
procthor/063_valunseen/instruction_000020,hard,3,10,4,0,0.0,0.0
procthor/063_valunseen/instruction_000021,hard,6,17,3,0,0.0,0.6666666666666666
procthor/063_valunseen/instruction_000022,hard,4,3,4,1,0.0,0.25
procthor/063_valunseen/instruction_000023,hard,5,10,5,1,0.0,0.0
procthor/063_valunseen/instruction_000024,hard,3,10,3,0,0.0,0.3333333333333333
procthor/063_valunseen/instruction_000025,hard,3,10,3,0,1.0,0.0
procthor/066_valunseen/instruction_000018,hard,9,12,3,0,0.6666666666666666,0.3333333333333333
procthor/066_valunseen/instruction_000019,hard,3,12,3,0,1.0,1.0
procthor/066_valunseen/instruction_000020,hard,4,58,3,0,0.0,0.3333333333333333
procthor/066_valunseen/instruction_000021,hard,4,6,6,0,0.0,0.0
procthor/066_valunseen/instruction_000022,hard,4,8,3,0,0.0,0.0
procthor/066_valunseen/instruction_000023,hard,6,8,4,0,0.0,0.0
procthor/066_valunseen/instruction_000024,hard,4,8,3,0,0.0,0.0
procthor/066_valunseen/instruction_000025,hard,4,240,4,0,0.6666666666666666,0.3333333333333333
procthor/069_valunseen/instruction_000019,hard,4,5,3,0,1.0,0.0
procthor/069_valunseen/instruction_000020,hard,5,259,3,0,0.0,0.0
procthor/069_valunseen/instruction_000021,hard,5,8,4,0,0.0,0.0
procthor/069_valunseen/instruction_000022,hard,4,62,5,0,0.0,0.0
procthor/069_valunseen/instruction_000023,hard,2,16,3,0,1.0,0.0
procthor/069_valunseen/instruction_000024,hard,4,259,3,1,0.0,0.3333333333333333
procthor/069_valunseen/instruction_000025,hard,4,17,5,0,1.0,0.0
procthor/072_valunseen/instruction_000018,hard,4,8,3,0,1.0,0.0
procthor/072_valunseen/instruction_000019,hard,5,16,3,1,1.0,0.0
procthor/072_valunseen/instruction_000020,hard,3,70,4,0,0.3333333333333333,0.3333333333333333
procthor/072_valunseen/instruction_000021,hard,3,8,4,0,0.5,1.0
procthor/072_valunseen/instruction_000022,hard,4,70,3,0,0.6666666666666666,0.6666666666666666
procthor/072_valunseen/instruction_000023,hard,4,8,6,0,0.3333333333333333,0.0
procthor/072_valunseen/instruction_000024,hard,4,16,4,0,0.0,0.0
procthor/072_valunseen/instruction_000025,hard,5,8,5,0,1.0,0.0
procthor/075_valunseen/instruction_000019,hard,3,7,5,0,1.0,0.0
procthor/075_valunseen/instruction_000020,hard,5,3,3,0,0.0,0.0
procthor/075_valunseen/instruction_000021,hard,5,10,5,0,0.0,0.0
procthor/075_valunseen/instruction_000022,hard,5,7,4,0,0.3333333333333333,0.0
procthor/075_valunseen/instruction_000023,hard,4,9,5,0,0.3333333333333333,0.0
procthor/075_valunseen/instruction_000024,hard,4,66,5,0,0.75,0.0
procthor/075_valunseen/instruction_000025,hard,2,4,4,0,0.3333333333333333,0.0
procthor/078_valunseen/instruction_000018,hard,3,8,3,0,0.6666666666666666,1.0
procthor/078_valunseen/instruction_000019,hard,6,17,3,0,0.6666666666666666,0.0
procthor/078_valunseen/instruction_000020,hard,6,312,5,0,0.0,0.0
procthor/078_valunseen/instruction_000021,hard,4,312,4,1,0.3333333333333333,0.0
procthor/078_valunseen/instruction_000022,hard,3,8,4,0,0.0,0.0
procthor/078_valunseen/instruction_000023,hard,5,17,3,0,0.0,0.0
procthor/078_valunseen/instruction_000024,hard,4,17,3,0,1.0,0.6666666666666666
procthor/078_valunseen/instruction_000025,hard,4,11,5,0,0.0,0.0
procthor/081_valunseen/instruction_000019,hard,4,14,3,0,0.0,0.0
procthor/081_valunseen/instruction_000020,hard,5,56,4,0,1.0,0.0
procthor/081_valunseen/instruction_000021,hard,4,56,4,0,0.0,0.0
procthor/081_valunseen/instruction_000022,hard,4,8,5,0,0.0,0.0
procthor/081_valunseen/instruction_000023,hard,4,56,5,0,0.25,0.0
procthor/081_valunseen/instruction_000024,hard,5,8,5,0,0.0,0.4
procthor/081_valunseen/instruction_000025,hard,5,15,4,1,0.0,0.0
procthor/084_valunseen/instruction_000018,hard,4,60,3,0,0.0,1.0
procthor/084_valunseen/instruction_000019,hard,4,8,6,1,0.25,0.0
procthor/084_valunseen/instruction_000020,hard,4,60,4,0,0.0,0.0
procthor/084_valunseen/instruction_000021,hard,4,8,4,1,1.0,0.0
procthor/084_valunseen/instruction_000022,hard,4,8,4,0,1.0,0.0
procthor/084_valunseen/instruction_000023,hard,6,8,5,1,0.3333333333333333,0.0
procthor/084_valunseen/instruction_000024,hard,5,13,6,1,0.0,0.0
procthor/084_valunseen/instruction_000025,hard,3,5,3,1,0.6666666666666666,0.0
procthor/087_valunseen/instruction_000019,hard,4,8,3,0,0.0,0.0
procthor/087_valunseen/instruction_000020,hard,4,13,2,1,0.0,0.0
procthor/087_valunseen/instruction_000021,hard,4,3,3,1,1.0,0.3333333333333333
procthor/087_valunseen/instruction_000022,hard,4,8,3,1,0.0,0.0
procthor/087_valunseen/instruction_000023,hard,6,8,6,1,0.6666666666666666,0.0
procthor/087_valunseen/instruction_000024,hard,5,311,4,1,0.0,0.0
procthor/087_valunseen/instruction_000025,hard,5,8,4,0,1.0,0.0
procthor/090_valunseen/instruction_000018,hard,4,66,4,0,0.6666666666666666,0.0
procthor/090_valunseen/instruction_000019,hard,4,13,3,0,0.3333333333333333,0.0
procthor/090_valunseen/instruction_000020,hard,6,10,4,1,0.3333333333333333,0.0
procthor/090_valunseen/instruction_000021,hard,2,7,3,0,1.0,0.0
procthor/090_valunseen/instruction_000022,hard,4,17,3,0,1.0,0.6666666666666666
procthor/090_valunseen/instruction_000023,hard,3,66,3,0,0.6666666666666666,0.0
procthor/090_valunseen/instruction_000024,hard,4,10,3,1,0.0,0.0
procthor/090_valunseen/instruction_000025,hard,3,10,3,0,0.0,0.3333333333333333
procthor/093_valunseen/instruction_000019,hard,3,10,3,0,0.6666666666666666,0.0
procthor/093_valunseen/instruction_000020,hard,4,10,3,0,1.0,0.3333333333333333
procthor/093_valunseen/instruction_000021,hard,4,17,3,0,0.0,0.0
procthor/093_valunseen/instruction_000022,hard,3,17,3,0,0.3333333333333333,0.3333333333333333
procthor/093_valunseen/instruction_000023,hard,4,10,4,1,1.0,0.0
procthor/093_valunseen/instruction_000024,hard,4,10,5,0,0.0,0.0
procthor/093_valunseen/instruction_000025,hard,6,10,4,1,1.0,0.0
procthor/096_valunseen/instruction_000018,hard,5,303,5,0,0.0,0.0
procthor/096_valunseen/instruction_000019,hard,3,10,4,1,0.0,0.0
procthor/096_valunseen/instruction_000020,hard,3,10,3,0,0.0,0.0
procthor/096_valunseen/instruction_000021,hard,3,10,5,2,0.0,0.0
procthor/096_valunseen/instruction_000022,hard,3,70,4,1,0.0,0.0
procthor/096_valunseen/instruction_000023,hard,4,7,3,1,0.3333333333333333,0.0
procthor/096_valunseen/instruction_000024,hard,4,10,4,0,0.0,0.0
procthor/096_valunseen/instruction_000025,hard,6,70,3,1,0.0,0.0
procthor/099_valunseen/instruction_000019,hard,5,14,4,0,0.0,0.0
procthor/099_valunseen/instruction_000020,hard,4,8,4,0,0.0,0.3333333333333333
procthor/099_valunseen/instruction_000021,hard,4,274,4,0,0.0,0.3333333333333333
procthor/099_valunseen/instruction_000022,hard,4,12,4,0,0.75,0.0
procthor/099_valunseen/instruction_000023,hard,4,64,3,0,0.6666666666666666,0.0
procthor/099_valunseen/instruction_000024,hard,5,17,3,0,0.3333333333333333,0.0
procthor/099_valunseen/instruction_000025,hard,4,17,5,0,0.0,0.0
procthor/102_valunseen/instruction_000018,hard,4,8,3,0,0.0,0.0
procthor/102_valunseen/instruction_000019,hard,5,58,4,1,0.6666666666666666,0.0
procthor/102_valunseen/instruction_000020,hard,4,8,3,1,1.0,0.0
procthor/102_valunseen/instruction_000021,hard,6,261,4,0,0.0,0.25
procthor/102_valunseen/instruction_000022,hard,4,18,4,0,0.6666666666666666,0.0
procthor/102_valunseen/instruction_000023,hard,4,8,4,0,0.0,0.0
procthor/102_valunseen/instruction_000024,hard,4,5,3,0,1.0,1.0
procthor/102_valunseen/instruction_000025,hard,3,58,4,0,1.0,0.0
procthor/105_valunseen/instruction_000019,hard,4,15,4,0,1.0,0.0
procthor/105_valunseen/instruction_000020,hard,4,279,4,0,0.0,0.0
procthor/105_valunseen/instruction_000021,hard,4,17,5,0,0.0,0.3333333333333333
procthor/105_valunseen/instruction_000022,hard,3,7,4,0,1.0,0.0
procthor/105_valunseen/instruction_000023,hard,4,15,5,0,0.0,0.0
procthor/105_valunseen/instruction_000024,hard,3,8,4,0,0.3333333333333333,0.0
procthor/105_valunseen/instruction_000025,hard,4,5,4,0,0.0,0.0
procthor/108_valunseen/instruction_000018,hard,5,10,3,1,1.0,0.0
procthor/108_valunseen/instruction_000019,hard,4,10,3,0,0.0,0.0
procthor/108_valunseen/instruction_000020,hard,5,6,3,0,0.0,0.0
procthor/108_valunseen/instruction_000021,hard,4,17,3,0,0.0,0.0
procthor/108_valunseen/instruction_000022,hard,3,6,3,0,1.0,0.0
procthor/108_valunseen/instruction_000023,hard,5,9,4,0,1.0,0.6666666666666666
procthor/108_valunseen/instruction_000024,hard,4,10,3,0,0.3333333333333333,0.0
procthor/108_valunseen/instruction_000025,hard,5,10,6,0,0.0,0.0
procthor/111_valunseen/instruction_000019,hard,4,24,5,0,0.0,0.0
procthor/111_valunseen/instruction_000020,hard,5,24,3,0,0.0,0.3333333333333333
procthor/111_valunseen/instruction_000021,hard,4,24,3,0,0.3333333333333333,0.3333333333333333
procthor/111_valunseen/instruction_000022,hard,4,24,5,0,0.0,0.0
procthor/111_valunseen/instruction_000023,hard,5,74,4,0,0.0,0.0
procthor/111_valunseen/instruction_000024,hard,5,24,4,0,0.6666666666666666,0.0
procthor/111_valunseen/instruction_000025,hard,4,10,4,0,1.0,0.0
procthor/114_valunseen/instruction_000018,hard,5,8,4,0,0.0,0.0
procthor/114_valunseen/instruction_000019,hard,4,8,4,0,0.0,0.0
procthor/114_valunseen/instruction_000020,hard,4,13,4,1,0.0,0.0
procthor/114_valunseen/instruction_000021,hard,2,62,4,0,0.5,1.0
procthor/114_valunseen/instruction_000022,hard,3,8,4,0,0.0,0.0
procthor/114_valunseen/instruction_000023,hard,4,8,4,0,0.0,0.0
procthor/114_valunseen/instruction_000024,hard,3,14,4,0,0.0,0.0
procthor/114_valunseen/instruction_000025,hard,4,8,5,0,0.75,0.0
procthor/117_valunseen/instruction_000019,hard,3,9,3,0,0.0,0.0
procthor/117_valunseen/instruction_000020,hard,3,271,3,0,0.0,0.6666666666666666
procthor/117_valunseen/instruction_000021,hard,4,66,3,1,0.0,0.3333333333333333
procthor/117_valunseen/instruction_000022,hard,4,10,5,0,0.25,0.25
procthor/117_valunseen/instruction_000023,hard,3,8,4,0,0.25,0.0
procthor/117_valunseen/instruction_000024,hard,4,17,4,0,0.0,0.0
procthor/117_valunseen/instruction_000025,hard,4,16,4,0,0.0,0.0
procthor/120_valunseen/instruction_000018,hard,4,8,5,0,0.0,0.0
procthor/120_valunseen/instruction_000019,hard,5,8,6,0,1.0,0.0
procthor/120_valunseen/instruction_000020,hard,5,8,6,1,0.25,0.0
procthor/120_valunseen/instruction_000021,hard,3,5,3,0,0.0,0.0
procthor/120_valunseen/instruction_000022,hard,4,8,4,1,0.25,0.0
procthor/120_valunseen/instruction_000023,hard,3,17,3,0,1.0,0.0
procthor/120_valunseen/instruction_000024,hard,3,271,6,0,0.0,0.0
procthor/120_valunseen/instruction_000025,hard,4,4,3,0,1.0,0.0
